"","id","time","h","k_level","i_level","yg_level","si_level","lkt","lmt","lyt","lk2","lm2","lkm","kelas_true","ielas_true","yg","k","i","si","kk","ii","ki","m_y_share","ln_m_y_share","big_Y","errors"
"15",1,15,5,69.204018,119.6155,183.2457,0.65276021,4.2370591,4.7842822,5.2108278,17.952669,22.889357,20.271286,0.25,0.64999998,5.2108278,4.2370591,4.7842822,-0.42654544,17.952669,22.889357,20.271286,0.652760201194353,-0.426545443498431,2.24106009559265,-0.00628009222957138
"16",1,16,5,58.82341,137.2036,236.2469,0.58076358,4.0745401,4.9214659,5.4648776,16.601877,24.220827,20.05271,0.25,0.64999998,5.4648776,4.0745401,4.9214659,-0.54341155,16.601877,24.220827,20.05271,0.580763599437707,-0.543411490580038,2.29197609119475,0.109677387450476
"17",1,17,5,49.999901,170.7226,188.3403,0.90645814,3.9120209,5.1400399,5.2382503,15.303907,26.42001,20.107944,0.25,0.64999998,5.2382503,3.9120209,5.1400399,-0.098210432,15.303907,26.42001,20.107944,0.906458150486115,-0.0982104158913992,2.37415233166613,-0.33701370068418
"18",1,18,5,42.49992,235.99651,274.4353,0.85993493,3.7495022,5.4638171,5.6147156,14.058766,29.853298,20.486595,0.25,0.64999998,5.6147156,3.7495022,5.4638171,-0.15089856,14.058766,29.853298,20.486595,0.859934964634652,-0.150898515111957,2.49730252838942,-0.286843005891408
"19",1,19,5,48.567829,215.0899,319.57291,0.67305428,3.8829613,5.3710561,5.7669854,15.077388,28.848244,20.855602,0.25,0.64999998,5.7669854,3.8829613,5.3710561,-0.39592931,15.077388,28.848244,20.855602,0.673054233539382,-0.395929367830275,2.46216935884269,-0.0407022984804987
"20",1,20,5,42.8643,93.44207,153.39619,0.60915506,3.7580392,4.5373416,5.0330243,14.122859,20.587469,17.051508,0.25,0.64999998,5.0330243,3.7580392,4.5373416,-0.49568242,14.122859,20.587469,17.051508,0.609155090488232,-0.49568237950937,2.14495432070448,0.0626173981600897
"21",1,21,5,36.43465,77.833656,96.023827,0.81056607,3.5955203,4.3545737,4.5645962,12.927766,18.962313,15.656958,0.25,0.64999998,4.5645962,3.5955203,4.3545737,-0.21002242,12.927766,18.962313,15.656958,0.810566069190306,-0.210022424545968,2.0749472192825,-0.222755867604194
"22",1,22,5,30.96946,58.80534,73.940323,0.79530811,3.4330015,4.0742326,4.3032584,11.7855,16.599371,13.986847,0.25,0.64999998,4.3032584,3.4330015,4.0742326,-0.22902568,11.7855,16.599371,13.986847,0.795308129773791,-0.229025654798202,1.96826141041471,-0.203225203393115
"23",1,23,5,26.324039,72.286057,110.409,0.65471166,3.2704825,4.2806311,4.7041917,10.696056,18.323803,13.999729,0.25,0.64999998,4.7041917,3.2704825,4.2806311,-0.42356035,10.696056,18.323803,13.999729,0.654711635826789,-0.423560390931776,2.04479916664837,-0.00947591704278083
"24",1,24,5,22.375429,59.241199,101.1705,0.58555806,3.1079636,4.0816174,4.6168075,9.6594372,16.659599,12.685518,0.25,0.64999998,4.6168075,3.1079636,4.0816174,-0.53518993,9.6594372,16.659599,12.685518,0.585558033221147,-0.53518998348444,1.96857884973842,0.102585795092594
"25",1,25,5,19.019119,33.996262,46.923859,0.72449845,2.9454448,3.5262506,3.8485262,8.6756449,12.434443,10.386376,0.25,0.64999998,3.8485262,2.9454448,3.5262506,-0.32227567,8.6756449,12.434443,10.386376,0.724498426269672,-0.322275689384322,1.7587043190584,-0.109206056025967
"26",1,26,5,16.16625,68.570389,119.738,0.57267022,2.7829258,4.2278609,4.785306,7.7446761,17.874807,11.765823,0.25,0.64999998,4.785306,2.7829258,4.2278609,-0.55744529,7.7446761,17.874807,11.765823,0.572670238353739,-0.557445228186487,2.0214816558548,0.123904986749591
"27",1,27,5,15.7514,81.203552,110.3939,0.73558009,2.7569292,4.3969588,4.7040548,7.6006584,19.333246,12.122104,0.25,0.64999998,4.7040548,2.7569292,4.3969588,-0.30709586,7.6006584,19.333246,12.122104,0.735580063753523,-0.307095888640006,2.08543015747104,-0.127263596699984
"28",1,28,5,21.921659,102.0576,105.2326,0.96982878,3.0874751,4.6255374,4.6561732,9.5325022,21.395596,14.281231,0.25,0.64999998,4.6561732,3.0874751,4.6255374,-0.030635733,9.5325022,21.395596,14.281231,0.969828741283595,-0.0306357784501816,2.17427824332227,-0.404199368779694
"29",1,29,5,22.90976,134.10831,192.4967,0.69667846,3.1315629,4.8986478,5.2600789,9.8066864,23.99675,15.340424,0.25,0.64999998,5.2600789,3.1315629,4.8986478,-0.3614313,9.8066864,23.99675,15.340424,0.696678488514348,-0.361431253676013,2.27859184756938,-0.0748028426122602
"30",1,30,5,35.570881,78.824501,124.5517,0.63286573,3.5715272,4.3672237,4.8247209,12.755807,19.072643,15.597658,0.25,0.64999998,4.8247209,3.5715272,4.3672237,-0.457497,12.755807,19.072643,15.597658,0.632865717609635,-0.457497015819756,2.07954915348647,0.024642515755565
"31",2,1,2,961.05432,2001.954,4459.7661,0.44889215,6.868031,7.6018791,8.4028521,47.169849,57.788567,52.209942,0.25,0.64999998,8.4028521,6.868031,7.6018791,-0.80097264,47.169849,57.788567,52.209942,0.448892151541311,-0.800972617104477,3.31216615738231,0.366285642086431
"32",2,2,2,888.97522,2207.7981,2673.9419,0.82567167,6.7900696,7.6997509,7.8913093,46.105045,59.286163,52.281845,0.25,0.64999998,7.8913093,6.7900696,7.6997509,-0.19155808,46.105045,59.286163,52.281845,0.82567167970254,-0.191558066678463,3.35031645328123,-0.244565564291925
"33",2,3,2,822.30212,1415.2679,1578.094,0.89682108,6.7121077,7.255074,7.3639731,45.052391,52.636101,48.696838,0.25,0.64999998,7.3639731,6.7121077,7.255074,-0.1088989,45.052391,52.636101,48.696838,0.896821038543965,-0.108898947927586,3.18063100848475,-0.324411065927842
"34",2,4,2,760.62952,1056.781,1906.296,0.55436355,6.6341462,6.9629827,7.5529175,44.011894,48.483128,46.193443,0.25,0.64999998,7.5529175,6.6341462,6.9629827,-0.58993459,44.011894,48.483128,46.193443,0.554363540604397,-0.589934596969553,3.06988179514086,0.157974001849915
"35",2,5,2,703.58221,1003.787,2420.9561,0.41462421,6.5561848,6.9115353,7.7919178,42.983559,47.769321,45.313301,0.25,0.64999998,7.7919178,6.5561848,6.9115353,-0.88038266,42.983559,47.769321,45.313301,0.41462420570121,-0.8803826974208,3.0505971631695,0.448214006964571
"36",2,6,2,650.81348,1940.845,3789.667,0.51214129,6.4782228,7.5708785,8.2400331,41.967373,57.318203,49.045837,0.25,0.64999998,8.2400331,6.4782228,7.5708785,-0.66915476,41.967373,57.318203,49.045837,0.512141304235966,-0.669154707183568,3.30313023345534,0.231582666987471
"37",2,7,2,602.00262,2838.7529,4504.8511,0.63015467,6.4002619,7.9511199,8.4129105,40.963352,63.220306,50.889248,0.25,0.64999998,8.4129105,6.4002619,7.9511199,-0.46179,40.963352,63.220306,50.889248,0.630154657054037,-0.461790002336297,3.45121108216415,0.0199564290006362
"38",2,8,2,822.52142,2177.824,3829.0049,0.56877023,6.7123747,7.6860814,8.2503605,45.055973,59.075848,51.591858,0.25,0.64999998,8.2503605,6.7123747,7.6860814,-0.56427872,45.055973,59.075848,51.591858,0.56877023061527,-0.564278739037022,3.34568669720562,0.12762807356328
"39",2,9,2,760.83228,806.65802,1242.172,0.6493932,6.6344128,6.6928997,7.1246166,44.015434,44.794907,44.403458,0.25,0.64999998,7.1246166,6.6344128,6.6928997,-0.43171689,44.015434,44.794907,44.403458,0.649393175824282,-0.43171692780057,2.9676832316321,0.00125110402329948
"40",2,10,2,703.76978,729.76221,1199.632,0.60832173,6.5564513,6.5927186,7.0897703,42.987053,43.46394,43.224838,0.25,0.64999998,7.0897703,6.5564513,6.5927186,-0.49705139,42.987053,43.46394,43.224838,0.608321726996279,-0.497051380725886,2.92997776218601,0.0666115702336415
"41",2,11,2,650.98712,980.39539,1676.803,0.58468133,6.4784899,6.8879561,7.4246445,41.970833,47.443939,44.623554,0.25,0.64999998,7.4246445,6.4784899,6.8879561,-0.53668833,41.970833,47.443939,44.623554,0.584681319153174,-0.53668833376674,3.04186854374302,0.104151489838009
"42",2,12,2,602.16309,959.5686,1629.123,0.58900928,6.4005284,6.8664837,7.3957973,40.966763,47.148598,43.949123,0.25,0.64999998,7.3957973,6.4005284,6.8664837,-0.52931333,40.966763,47.148598,43.949123,0.589009301323473,-0.529313303734572,3.03392807810581,0.0963982689796397
"43",2,13,2,557.00092,1510.504,2343.1689,0.64464152,6.322567,7.3201985,7.7592597,39.974854,53.585308,46.282444,0.25,0.64999998,7.7592597,6.322567,7.3201985,-0.4390609,39.974854,53.585308,46.282444,0.644641536510663,-0.439060874024531,3.20766983734947,0.00236788019729872
"44",2,14,2,518.20923,790.08551,1721.969,0.45882678,6.2503791,6.6721411,7.4512239,39.067238,44.517467,41.703411,0.25,0.64999998,7.4512239,6.2503791,6.6721411,-0.77908254,39.067238,44.517467,41.703411,0.458826790726198,-0.779082502392937,2.96043910444939,0.34638069933363
"45",2,15,2,479.3436,621.78748,941.34131,0.66053349,6.1724176,6.4325986,6.8473058,38.09874,41.378326,39.704685,0.25,0.64999998,6.8473058,6.1724176,6.4325986,-0.41470745,38.09874,41.378326,39.704685,0.660533510422484,-0.414707421374884,2.86973904602612,-0.017151916333887
"46",2,16,2,443.39279,603.85419,937.93652,0.64381135,6.0944562,6.4033327,6.8436823,37.142395,41.00267,39.02483,0.25,0.64999998,6.8436823,6.0944562,6.4033327,-0.44034955,37.142395,41.00267,39.02483,0.643811363694421,-0.440349509303306,2.8586875642728,0.00820302264630168
"47",2,17,2,410.13831,300.77701,411.38339,0.73113549,6.0164943,5.7063689,6.0195255,36.198204,32.562645,34.332336,0.25,0.64999998,6.0195255,6.0164943,5.7063689,-0.31315649,36.198204,32.562645,34.332336,0.731135522997173,-0.313156442438717,2.59610989513711,-0.116629383274768
"48",2,18,2,379.37799,226.6516,639.91803,0.35418847,5.9385328,5.4234142,6.46134,35.266171,29.413422,32.207123,0.25,0.64999998,6.46134,5.9385328,5.4234142,-1.0379261,35.266171,29.413422,32.207123,0.354188488797542,-1.03792605332147,2.48993677360327,0.608493096156319
"49",2,19,2,350.92459,63.229069,74.636864,0.84715605,5.8605714,4.1467643,4.3126345,34.346298,17.195654,24.302408,0.25,0.64999998,4.3126345,5.8605714,4.1467643,-0.16587037,34.346298,17.195654,24.302408,0.847156024668989,-0.165870392712359,2.01540951753238,-0.264252432855357
"50",2,20,2,324.60529,239.9153,375.4913,0.63893706,5.7826099,5.4802861,5.9282355,33.43858,30.033537,31.690357,0.25,0.64999998,5.9282355,5.7826099,5.4802861,-0.44794932,33.43858,30.033537,31.690357,0.638937040618518,-0.447949357442343,2.51053682837119,0.017841376650539
"51",2,21,2,300.25989,238.35651,495.82251,0.48072949,5.7046485,5.4737673,6.2062182,32.543015,29.962128,31.225918,0.25,0.64999998,6.2062182,5.7046485,5.4737673,-0.73245054,32.543015,29.962128,31.225918,0.480729505403052,-0.732450525888822,2.50777168714202,0.302075778234931
"52",2,22,2,277.74039,308.5632,416.09799,0.7415638,5.626687,5.7319269,6.030921,31.659607,32.854988,32.251759,0.25,0.64999998,6.030921,5.626687,5.7319269,-0.29899409,31.659607,32.854988,32.251759,0.741563784050002,-0.298994100806985,2.60451045396741,-0.132486550125567
"53",2,23,2,256.90991,91.993477,59.912392,1.5354666,5.5487256,4.5217175,4.0928836,30.788357,20.44593,25.089769,0.25,0.64999998,4.0928836,5.5487256,4.5217175,0.42883429,30.788357,20.44593,25.089769,1.53546660263539,0.428834310506158,2.15171394031004,-0.858705680058421
"54",2,24,2,237.6416,84.856079,102.0805,0.83126634,5.4707637,4.4409566,4.6257615,29.929255,19.722095,24.295424,0.25,0.64999998,4.6257615,5.4707637,4.4409566,-0.18480502,29.929255,19.722095,24.295424,0.831266294737976,-0.184805084511901,2.12111583622282,-0.245241082731741
"55",2,25,2,219.8185,105.2955,148.4921,0.70909834,5.3928022,4.6567707,5.0005317,29.082315,21.685513,25.113043,0.25,0.64999998,5.0005317,5.3928022,4.6567707,-0.34376106,29.082315,21.685513,25.113043,0.709098329136702,-0.34376107499043,2.20079127361525,-0.0863570868673986
"56",2,26,2,203.33211,63.68784,93.582848,0.68055034,5.3148408,4.1539936,4.538847,28.247532,17.255663,22.077814,0.25,0.64999998,4.538847,5.3148408,4.1539936,-0.38485348,28.247532,17.255663,22.077814,0.680550350423189,-0.384853469292441,2.01332070100848,-0.0456920480863833
"57",2,27,2,188.0822,50.370399,89.786186,0.56100386,5.2368789,3.9194038,4.4974313,27.4249,15.361726,20.525442,0.25,0.64999998,4.4974313,5.2368789,3.9194038,-0.57802749,27.4249,15.361726,20.525442,0.561003883158596,-0.578027451632066,1.92565035633592,0.14700657608727
"58",2,28,2,173.976,82.598763,131.145,0.62982774,5.1589174,4.4139948,4.8763037,26.614429,19.483351,22.771435,0.25,0.64999998,4.8763037,5.1589174,4.4139948,-0.46230894,26.614429,19.483351,22.771435,0.629827770788059,-0.462308876673095,2.10866560778376,0.0318003768585923
"59",2,29,2,160.9278,153.3987,343.57959,0.44647208,5.080956,5.0330405,5.8394189,25.816114,25.331497,25.572657,0.25,0.64999998,5.8394189,5.080956,5.0330405,-0.80637842,25.816114,25.331497,25.572657,0.446472096901914,-0.80637837355919,2.33944975765176,0.375061985195444
"60",2,30,2,148.8582,278.63989,525.25629,0.53048366,5.0029941,5.62992,6.2638865,25.029949,31.695999,28.166456,0.25,0.64999998,6.2638865,5.0029941,5.62992,-0.63396609,25.029949,31.695999,28.166456,0.530483680642834,-0.63396608362024,2.56416938972046,0.200322454717378
"61",3,1,1,845.12482,667.30518,1190.063,0.56073099,6.7394843,6.5032473,7.0817614,45.42065,42.292225,43.828533,0.25,0.64999998,7.0817614,6.7394843,6.5032473,-0.57851398,45.42065,42.292225,43.828533,0.560730969704965,-0.578514043375774,2.89618740518649,0.149531401593957
"62",3,2,1,802.86859,555.88208,800.64612,0.69429183,6.6881909,6.3205562,6.6854191,44.731899,39.949429,42.273087,0.25,0.64999998,6.6854191,6.6881909,6.3205562,-0.36486289,44.731899,39.949429,42.273087,0.694291855183161,-0.364862866268009,2.82763809950572,-0.0637032411412536
"63",3,3,1,762.72522,285.04568,581.88708,0.48986426,6.636898,5.6526494,6.3662763,44.048416,31.952446,37.516056,0.25,0.64999998,6.3662763,6.636898,5.6526494,-0.71362692,44.048416,31.952446,37.516056,0.489864253387444,-0.71362696016162,2.57833284849221,0.286404305099777
"64",3,4,1,724.58893,639.67078,742.35883,0.8616733,6.5856047,6.4609537,6.6098328,43.37019,41.743923,42.549286,0.25,0.64999998,6.6098328,6.5856047,6.4609537,-0.14887908,43.37019,41.743923,42.549286,0.861673296187505,-0.148879086902686,2.88032511336412,-0.280793507855861
"65",3,5,1,688.35938,557.93103,1279.426,0.43607917,6.5343108,6.3242354,7.1541667,42.697216,39.995953,41.32452,0.25,0.64999998,7.1541667,6.5343108,6.3242354,-0.82993144,42.697216,39.995953,41.32452,0.436079171440943,-0.829931466244099,2.82892256679612,0.400536385920775
"66",3,6,1,653.94153,304.61041,592.34747,0.51424277,6.4830179,5.7190337,6.3840933,42.029522,32.707348,37.076599,0.25,0.64999998,6.3840933,6.4830179,5.7190337,-0.6650598,42.029522,32.707348,37.076599,0.514242780508542,-0.665059789422596,2.60244702856713,0.237133694381507
"67",3,7,1,621.24438,553.28497,689.7851,0.8021121,6.4317245,6.3158731,6.5363803,41.367081,39.890255,40.621956,0.25,0.64999998,6.5363803,6.4317245,6.3158731,-0.22050691,41.367081,39.890255,40.621956,0.802112092592316,-0.220506914557442,2.82572566603382,-0.209400392986671
"68",3,8,1,590.18219,657.95422,1163.032,0.56572324,6.3804312,6.4891353,7.0587854,40.709904,42.108875,41.403481,0.25,0.64999998,7.0587854,6.3804312,6.4891353,-0.56965029,40.709904,42.108875,41.403481,0.565723230315245,-0.569650312750607,2.89101597968632,0.138689333264896
"69",3,9,1,560.67297,214.8992,267.6153,0.80301541,6.3291378,5.3701692,5.5895505,40.057987,28.838717,33.988541,0.25,0.64999998,5.5895505,6.3291378,5.3701692,-0.21938138,40.057987,28.838717,33.988541,0.80301537318681,-0.219381420527712,2.4719594697173,-0.208657446690075
"70",3,10,1,532.6394,219.58839,309.11911,0.71036822,6.2778444,5.3917546,5.7337265,39.411331,29.071018,33.848598,0.25,0.64999998,5.7337265,6.2778444,5.3917546,-0.34197181,39.411331,29.071018,33.848598,0.710368213728359,-0.341971832493912,2.4797316786662,-0.0862571555998873
"71",3,11,1,506.00739,104.8077,116.1531,0.90232378,6.2265511,4.6521273,4.754909,38.769939,21.642288,28.966707,0.25,0.64999998,4.754909,6.2265511,4.6521273,-0.10278186,38.769939,21.642288,28.966707,0.90232374340418,-0.102781906015386,2.20521086860186,-0.325798839435039
"72",3,12,1,480.70709,56.139851,98.026604,0.57270014,6.1752582,4.0278459,4.5852389,38.133812,16.223543,24.872988,0.25,0.64999998,4.5852389,6.1752582,4.0278459,-0.55739301,38.133812,16.223543,24.872988,0.572700151889379,-0.557392994366054,1.97440551279457,0.127073434100276
"73",3,13,1,456.67169,101.5699,180.13341,0.56385934,6.1239648,4.6207471,5.1936979,37.502945,21.351303,28.297293,0.25,0.64999998,5.1936979,6.1239648,4.6207471,-0.57295042,37.502945,21.351303,28.297293,0.563859308498074,-0.572950511620257,2.1928226524968,0.144141760531041
"74",3,14,1,433.8381,140.24899,284.03629,0.4937714,6.0726714,4.9434195,5.6491022,36.877338,24.437395,30.019762,0.25,0.64999998,5.6491022,6.0726714,4.9434195,-0.70568264,36.877338,24.437395,30.019762,0.493771376889904,-0.705682668737112,2.31198966826876,0.277041395191206
"75",3,15,1,412.14621,107.1306,114.4662,0.9359147,6.021378,4.6740484,4.7402797,36.256992,21.846729,28.144213,0.25,0.64999998,4.7402797,6.021378,4.6740484,-0.066230945,36.256992,21.846729,28.144213,0.935914706699445,-0.0662309319778152,2.2117748052819,-0.362692577428308
"76",3,16,1,391.53891,74.156326,115.2389,0.6435008,5.9700847,4.3061752,4.7470074,35.641911,18.543144,25.708231,0.25,0.64999998,4.7470074,5.9700847,4.3061752,-0.44083199,35.641911,18.543144,25.708231,0.643500814395139,-0.440831986375445,2.07527352664729,0.0112074211249064
"77",3,17,1,371.96201,107.3759,210.6468,0.50974381,5.9187918,4.6763358,5.350183,35.032097,21.868116,27.678257,0.25,0.64999998,5.350183,5.9187918,4.6763358,-0.67384702,35.032097,21.868116,27.678257,0.509743798624047,-0.673847035125757,2.21186285656082,0.244734313481597
"78",3,18,1,353.36389,90.538963,111.3739,0.81292802,5.8674984,4.5057802,4.712893,34.427536,20.302055,26.437658,0.25,0.64999998,4.712893,5.8674984,4.5057802,-0.20711271,34.427536,20.302055,26.437658,0.812928010961275,-0.207112720757984,2.14827493535621,-0.222276436471632
"79",3,19,1,335.69571,152.9334,162.5155,0.94103879,5.816205,5.0300026,5.0907736,33.828239,25.300926,29.255526,0.25,0.64999998,5.0907736,5.816205,5.0300026,-0.060770921,33.828239,25.300926,29.255526,0.941038854755393,-0.0607708493295519,2.34256106965699,-0.368541629974756
"80",3,20,1,318.91089,156.1781,210.47169,0.74203849,5.7649117,5.0509973,5.3493514,33.234207,25.512573,29.118553,0.25,0.64999998,5.3493514,5.7649117,5.0509973,-0.29835418,33.234207,25.512573,29.118553,0.742038513588217,-0.298354132056366,2.3500748272646,-0.131111850747193
"81",3,21,1,302.9653,222.2002,224.1405,0.99134332,5.7136183,5.4035788,5.4122729,32.645435,29.198664,30.873987,0.25,0.64999998,5.4122729,5.7136183,5.4035788,-0.0086943675,32.645435,29.198664,30.873987,0.991343376141304,-0.00869431007489956,2.4815104004921,-0.421479931586004
"82",3,22,1,287.81711,149.6384,265.93079,0.56269675,5.6623254,5.0082216,5.5832362,32.061928,25.082283,28.358181,0.25,0.64999998,5.5832362,5.6623254,5.0082216,-0.57501441,32.061928,25.082283,28.358181,0.562696782873469,-0.575014369862484,2.33351874339726,0.145312416600409
"83",3,23,1,273.42621,44.549789,41.602959,1.0708323,5.611032,3.7966075,3.7281713,31.483681,14.414228,21.302887,0.25,0.64999998,3.7281713,5.611032,3.7966075,0.068436153,31.483681,14.414228,21.302887,1.0708322213331,0.0684361231088942,1.88371349947191,-0.499726109787609
"84",3,24,1,259.75491,133.7849,194.40311,0.68818289,5.5597386,4.8962331,5.2699337,30.910694,23.973099,27.221777,0.25,0.64999998,5.2699337,5.5597386,4.8962331,-0.37370065,30.910694,23.973099,27.221777,0.688182920530438,-0.373700603522711,2.29113368040672,-0.0561677651765879
"85",3,25,1,246.7672,100.5297,205.522,0.48914325,5.5084453,4.6104531,5.3255529,30.34297,21.256279,25.396429,0.25,0.64999998,5.3255529,5.5084453,4.6104531,-0.71509987,30.34297,21.256279,25.396429,0.489143254736719,-0.715099877938229,2.18438882545417,0.285197003590342
"86",3,26,1,234.4288,142.5255,166.6938,0.85501379,5.4571519,4.9595208,5.1161585,29.780506,24.596848,27.064857,0.25,0.64999998,5.1161585,5.4571519,4.9595208,-0.15663768,29.780506,24.596848,27.064857,0.855013803752749,-0.156637665435645,2.31410863027587,-0.27354618018263
"87",3,27,1,222.7074,166.7789,239.8278,0.69541103,5.405859,5.1166692,5.4799213,29.223312,26.180304,27.659992,0.25,0.64999998,5.4799213,5.405859,5.1166692,-0.36325219,29.223312,26.180304,27.659992,0.695411040755075,-0.363252182693637,2.37256768526374,-0.0673117997751089
"88",3,28,1,211.57201,114.6372,126.159,0.90867239,5.3545656,4.7417722,4.837543,28.671373,22.484404,25.390131,0.25,0.64999998,4.837543,5.3545656,4.7417722,-0.095770657,28.671373,22.484404,25.390131,0.908672389603595,-0.0957706572438347,2.23220035817606,-0.334458915555327
"89",3,29,1,200.99339,189.4976,236.25819,0.80207843,5.3032722,5.2443762,5.4649253,28.124697,27.503481,27.812355,0.25,0.64999998,5.4649253,5.3032722,5.2443762,-0.22054888,28.124697,27.503481,27.812355,0.802078438000393,-0.220548872905015,2.41991641479804,-0.210611721812861
"90",3,30,1,190.9437,131.2005,208.12801,0.63038367,5.2519784,4.8767266,5.3381534,27.583277,23.782463,25.612463,0.25,0.64999998,5.3381534,5.2519784,4.8767266,-0.46142665,27.583277,23.782463,25.612463,0.630383675892543,-0.461426635614254,2.2819156338341,0.0308351637052752
"91",4,1,1,849.78149,636.48468,924.10858,0.68875527,6.7449794,6.4559603,6.8288298,45.494747,41.679424,43.545319,0.25,0.64999998,6.8288298,6.7449794,6.4559603,-0.37286925,45.494747,41.679424,43.545319,0.688755297564708,-0.372869226980588,2.87843453893151,-0.0558931386456978
"92",4,2,1,807.29242,851.36688,1760.359,0.48363253,6.693686,6.7468433,7.4732733,44.805431,45.519894,45.161251,0.25,0.64999998,7.4732733,6.693686,6.7468433,-0.72642988,44.805431,45.519894,45.161251,0.483632531773349,-0.726429892501236,2.98794772144394,0.296055656385135
"93",4,3,1,766.9278,1242.025,1778.701,0.69827646,6.6423926,7.1244984,7.4836388,44.12138,50.758476,47.323715,0.25,0.64999998,7.4836388,6.6423926,7.1244984,-0.35914019,44.12138,50.758476,47.323715,0.698276438816867,-0.359140210474309,3.13122217891039,-0.0737848759649385
"94",4,4,1,728.58142,981.29828,1101.3831,0.8909691,6.5910993,6.8888764,7.0043221,43.442589,47.456619,45.40527,0.25,0.64999998,7.0043221,6.5910993,6.8888764,-0.11544553,43.442589,47.456619,45.40527,0.890969073340602,-0.115445562169176,3.04190464263465,-0.316359564764512
