id,time,h,k_level,i_level,yg_level,si_level,lkt,lmt,lyt,lk2,lm2,lkm,kelas_true,ielas_true,yg,k,i,si,kk,ii,ki
1,19,5,48.567829,215.0899,319.57291,.67305428,3.8829613,5.3710561,5.7669854,15.077388,28.848244,20.855602,.25,.64999998,5.7669854,3.8829613,5.3710561,-.39592931,15.077388,28.848244,20.855602
1,20,5,42.8643,93.44207,153.39619,.60915506,3.7580392,4.5373416,5.0330243,14.122859,20.587469,17.051508,.25,.64999998,5.0330243,3.7580392,4.5373416,-.49568242,14.122859,20.587469,17.051508
1,21,5,36.43465,77.833656,96.023827,.81056607,3.5955203,4.3545737,4.5645962,12.927766,18.962313,15.656958,.25,.64999998,4.5645962,3.5955203,4.3545737,-.21002242,12.927766,18.962313,15.656958
1,22,5,30.96946,58.80534,73.940323,.79530811,3.4330015,4.0742326,4.3032584,11.7855,16.599371,13.986847,.25,.64999998,4.3032584,3.4330015,4.0742326,-.22902568,11.7855,16.599371,13.986847
1,23,5,26.324039,72.286057,110.409,.65471166,3.2704825,4.2806311,4.7041917,10.696056,18.323803,13.999729,.25,.64999998,4.7041917,3.2704825,4.2806311,-.42356035,10.696056,18.323803,13.999729
1,24,5,22.375429,59.241199,101.1705,.58555806,3.1079636,4.0816174,4.6168075,9.6594372,16.659599,12.685518,.25,.64999998,4.6168075,3.1079636,4.0816174,-.53518993,9.6594372,16.659599,12.685518
1,25,5,19.019119,33.996262,46.923859,.72449845,2.9454448,3.5262506,3.8485262,8.6756449,12.434443,10.386376,.25,.64999998,3.8485262,2.9454448,3.5262506,-.32227567,8.6756449,12.434443,10.386376
1,26,5,16.16625,68.570389,119.738,.57267022,2.7829258,4.2278609,4.785306,7.7446761,17.874807,11.765823,.25,.64999998,4.785306,2.7829258,4.2278609,-.55744529,7.7446761,17.874807,11.765823
1,27,5,15.7514,81.203552,110.3939,.73558009,2.7569292,4.3969588,4.7040548,7.6006584,19.333246,12.122104,.25,.64999998,4.7040548,2.7569292,4.3969588,-.30709586,7.6006584,19.333246,12.122104
1,28,5,21.921659,102.0576,105.2326,.96982878,3.0874751,4.6255374,4.6561732,9.5325022,21.395596,14.281231,.25,.64999998,4.6561732,3.0874751,4.6255374,-.030635733,9.5325022,21.395596,14.281231
1,29,5,22.90976,134.10831,192.4967,.69667846,3.1315629,4.8986478,5.2600789,9.8066864,23.99675,15.340424,.25,.64999998,5.2600789,3.1315629,4.8986478,-.3614313,9.8066864,23.99675,15.340424
1,30,5,35.570881,78.824501,124.5517,.63286573,3.5715272,4.3672237,4.8247209,12.755807,19.072643,15.597658,.25,.64999998,4.8247209,3.5715272,4.3672237,-.457497,12.755807,19.072643,15.597658
2,1,2,961.05432,2001.954,4459.7661,.44889215,6.868031,7.6018791,8.4028521,47.169849,57.788567,52.209942,.25,.64999998,8.4028521,6.868031,7.6018791,-.80097264,47.169849,57.788567,52.209942
2,2,2,888.97522,2207.7981,2673.9419,.82567167,6.7900696,7.6997509,7.8913093,46.105045,59.286163,52.281845,.25,.64999998,7.8913093,6.7900696,7.6997509,-.19155808,46.105045,59.286163,52.281845
2,3,2,822.30212,1415.2679,1578.094,.89682108,6.7121077,7.255074,7.3639731,45.052391,52.636101,48.696838,.25,.64999998,7.3639731,6.7121077,7.255074,-.1088989,45.052391,52.636101,48.696838
2,4,2,760.62952,1056.781,1906.296,.55436355,6.6341462,6.9629827,7.5529175,44.011894,48.483128,46.193443,.25,.64999998,7.5529175,6.6341462,6.9629827,-.58993459,44.011894,48.483128,46.193443
2,5,2,703.58221,1003.787,2420.9561,.41462421,6.5561848,6.9115353,7.7919178,42.983559,47.769321,45.313301,.25,.64999998,7.7919178,6.5561848,6.9115353,-.88038266,42.983559,47.769321,45.313301
2,6,2,650.81348,1940.845,3789.667,.51214129,6.4782228,7.5708785,8.2400331,41.967373,57.318203,49.045837,.25,.64999998,8.2400331,6.4782228,7.5708785,-.66915476,41.967373,57.318203,49.045837
2,7,2,602.00262,2838.7529,4504.8511,.63015467,6.4002619,7.9511199,8.4129105,40.963352,63.220306,50.889248,.25,.64999998,8.4129105,6.4002619,7.9511199,-.46179,40.963352,63.220306,50.889248
2,8,2,822.52142,2177.824,3829.0049,.56877023,6.7123747,7.6860814,8.2503605,45.055973,59.075848,51.591858,.25,.64999998,8.2503605,6.7123747,7.6860814,-.56427872,45.055973,59.075848,51.591858
2,9,2,760.83228,806.65802,1242.172,.6493932,6.6344128,6.6928997,7.1246166,44.015434,44.794907,44.403458,.25,.64999998,7.1246166,6.6344128,6.6928997,-.43171689,44.015434,44.794907,44.403458
2,10,2,703.76978,729.76221,1199.632,.60832173,6.5564513,6.5927186,7.0897703,42.987053,43.46394,43.224838,.25,.64999998,7.0897703,6.5564513,6.5927186,-.49705139,42.987053,43.46394,43.224838
2,11,2,650.98712,980.39539,1676.803,.58468133,6.4784899,6.8879561,7.4246445,41.970833,47.443939,44.623554,.25,.64999998,7.4246445,6.4784899,6.8879561,-.53668833,41.970833,47.443939,44.623554
2,12,2,602.16309,959.5686,1629.123,.58900928,6.4005284,6.8664837,7.3957973,40.966763,47.148598,43.949123,.25,.64999998,7.3957973,6.4005284,6.8664837,-.52931333,40.966763,47.148598,43.949123
2,13,2,557.00092,1510.504,2343.1689,.64464152,6.322567,7.3201985,7.7592597,39.974854,53.585308,46.282444,.25,.64999998,7.7592597,6.322567,7.3201985,-.4390609,39.974854,53.585308,46.282444
2,14,2,518.20923,790.08551,1721.969,.45882678,6.2503791,6.6721411,7.4512239,39.067238,44.517467,41.703411,.25,.64999998,7.4512239,6.2503791,6.6721411,-.77908254,39.067238,44.517467,41.703411
2,15,2,479.3436,621.78748,941.34131,.66053349,6.1724176,6.4325986,6.8473058,38.09874,41.378326,39.704685,.25,.64999998,6.8473058,6.1724176,6.4325986,-.41470745,38.09874,41.378326,39.704685
2,16,2,443.39279,603.85419,937.93652,.64381135,6.0944562,6.4033327,6.8436823,37.142395,41.00267,39.02483,.25,.64999998,6.8436823,6.0944562,6.4033327,-.44034955,37.142395,41.00267,39.02483
2,17,2,410.13831,300.77701,411.38339,.73113549,6.0164943,5.7063689,6.0195255,36.198204,32.562645,34.332336,.25,.64999998,6.0195255,6.0164943,5.7063689,-.31315649,36.198204,32.562645,34.332336
2,18,2,379.37799,226.6516,639.91803,.35418847,5.9385328,5.4234142,6.46134,35.266171,29.413422,32.207123,.25,.64999998,6.46134,5.9385328,5.4234142,-1.0379261,35.266171,29.413422,32.207123
2,19,2,350.92459,63.229069,74.636864,.84715605,5.8605714,4.1467643,4.3126345,34.346298,17.195654,24.302408,.25,.64999998,4.3126345,5.8605714,4.1467643,-.16587037,34.346298,17.195654,24.302408
2,20,2,324.60529,239.9153,375.4913,.63893706,5.7826099,5.4802861,5.9282355,33.43858,30.033537,31.690357,.25,.64999998,5.9282355,5.7826099,5.4802861,-.44794932,33.43858,30.033537,31.690357
2,21,2,300.25989,238.35651,495.82251,.48072949,5.7046485,5.4737673,6.2062182,32.543015,29.962128,31.225918,.25,.64999998,6.2062182,5.7046485,5.4737673,-.73245054,32.543015,29.962128,31.225918
2,22,2,277.74039,308.5632,416.09799,.7415638,5.626687,5.7319269,6.030921,31.659607,32.854988,32.251759,.25,.64999998,6.030921,5.626687,5.7319269,-.29899409,31.659607,32.854988,32.251759
2,23,2,256.90991,91.993477,59.912392,1.5354666,5.5487256,4.5217175,4.0928836,30.788357,20.44593,25.089769,.25,.64999998,4.0928836,5.5487256,4.5217175,.42883429,30.788357,20.44593,25.089769
2,24,2,237.6416,84.856079,102.0805,.83126634,5.4707637,4.4409566,4.6257615,29.929255,19.722095,24.295424,.25,.64999998,4.6257615,5.4707637,4.4409566,-.18480502,29.929255,19.722095,24.295424
2,25,2,219.8185,105.2955,148.4921,.70909834,5.3928022,4.6567707,5.0005317,29.082315,21.685513,25.113043,.25,.64999998,5.0005317,5.3928022,4.6567707,-.34376106,29.082315,21.685513,25.113043
2,26,2,203.33211,63.68784,93.582848,.68055034,5.3148408,4.1539936,4.538847,28.247532,17.255663,22.077814,.25,.64999998,4.538847,5.3148408,4.1539936,-.38485348,28.247532,17.255663,22.077814
2,27,2,188.0822,50.370399,89.786186,.56100386,5.2368789,3.9194038,4.4974313,27.4249,15.361726,20.525442,.25,.64999998,4.4974313,5.2368789,3.9194038,-.57802749,27.4249,15.361726,20.525442
2,28,2,173.976,82.598763,131.145,.62982774,5.1589174,4.4139948,4.8763037,26.614429,19.483351,22.771435,.25,.64999998,4.8763037,5.1589174,4.4139948,-.46230894,26.614429,19.483351,22.771435
2,29,2,160.9278,153.3987,343.57959,.44647208,5.080956,5.0330405,5.8394189,25.816114,25.331497,25.572657,.25,.64999998,5.8394189,5.080956,5.0330405,-.80637842,25.816114,25.331497,25.572657
2,30,2,148.8582,278.63989,525.25629,.53048366,5.0029941,5.62992,6.2638865,25.029949,31.695999,28.166456,.25,.64999998,6.2638865,5.0029941,5.62992,-.63396609,25.029949,31.695999,28.166456
3,1,1,845.12482,667.30518,1190.063,.56073099,6.7394843,6.5032473,7.0817614,45.42065,42.292225,43.828533,.25,.64999998,7.0817614,6.7394843,6.5032473,-.57851398,45.42065,42.292225,43.828533
3,2,1,802.86859,555.88208,800.64612,.69429183,6.6881909,6.3205562,6.6854191,44.731899,39.949429,42.273087,.25,.64999998,6.6854191,6.6881909,6.3205562,-.36486289,44.731899,39.949429,42.273087
3,3,1,762.72522,285.04568,581.88708,.48986426,6.636898,5.6526494,6.3662763,44.048416,31.952446,37.516056,.25,.64999998,6.3662763,6.636898,5.6526494,-.71362692,44.048416,31.952446,37.516056
3,4,1,724.58893,639.67078,742.35883,.8616733,6.5856047,6.4609537,6.6098328,43.37019,41.743923,42.549286,.25,.64999998,6.6098328,6.5856047,6.4609537,-.14887908,43.37019,41.743923,42.549286
3,5,1,688.35938,557.93103,1279.426,.43607917,6.5343108,6.3242354,7.1541667,42.697216,39.995953,41.32452,.25,.64999998,7.1541667,6.5343108,6.3242354,-.82993144,42.697216,39.995953,41.32452
3,6,1,653.94153,304.61041,592.34747,.51424277,6.4830179,5.7190337,6.3840933,42.029522,32.707348,37.076599,.25,.64999998,6.3840933,6.4830179,5.7190337,-.6650598,42.029522,32.707348,37.076599
3,7,1,621.24438,553.28497,689.7851,.8021121,6.4317245,6.3158731,6.5363803,41.367081,39.890255,40.621956,.25,.64999998,6.5363803,6.4317245,6.3158731,-.22050691,41.367081,39.890255,40.621956
3,8,1,590.18219,657.95422,1163.032,.56572324,6.3804312,6.4891353,7.0587854,40.709904,42.108875,41.403481,.25,.64999998,7.0587854,6.3804312,6.4891353,-.56965029,40.709904,42.108875,41.403481
3,9,1,560.67297,214.8992,267.6153,.80301541,6.3291378,5.3701692,5.5895505,40.057987,28.838717,33.988541,.25,.64999998,5.5895505,6.3291378,5.3701692,-.21938138,40.057987,28.838717,33.988541
3,10,1,532.6394,219.58839,309.11911,.71036822,6.2778444,5.3917546,5.7337265,39.411331,29.071018,33.848598,.25,.64999998,5.7337265,6.2778444,5.3917546,-.34197181,39.411331,29.071018,33.848598
3,11,1,506.00739,104.8077,116.1531,.90232378,6.2265511,4.6521273,4.754909,38.769939,21.642288,28.966707,.25,.64999998,4.754909,6.2265511,4.6521273,-.10278186,38.769939,21.642288,28.966707
3,12,1,480.70709,56.139851,98.026604,.57270014,6.1752582,4.0278459,4.5852389,38.133812,16.223543,24.872988,.25,.64999998,4.5852389,6.1752582,4.0278459,-.55739301,38.133812,16.223543,24.872988
3,13,1,456.67169,101.5699,180.13341,.56385934,6.1239648,4.6207471,5.1936979,37.502945,21.351303,28.297293,.25,.64999998,5.1936979,6.1239648,4.6207471,-.57295042,37.502945,21.351303,28.297293
3,14,1,433.8381,140.24899,284.03629,.4937714,6.0726714,4.9434195,5.6491022,36.877338,24.437395,30.019762,.25,.64999998,5.6491022,6.0726714,4.9434195,-.70568264,36.877338,24.437395,30.019762
3,15,1,412.14621,107.1306,114.4662,.9359147,6.021378,4.6740484,4.7402797,36.256992,21.846729,28.144213,.25,.64999998,4.7402797,6.021378,4.6740484,-.066230945,36.256992,21.846729,28.144213
3,16,1,391.53891,74.156326,115.2389,.6435008,5.9700847,4.3061752,4.7470074,35.641911,18.543144,25.708231,.25,.64999998,4.7470074,5.9700847,4.3061752,-.44083199,35.641911,18.543144,25.708231
3,17,1,371.96201,107.3759,210.6468,.50974381,5.9187918,4.6763358,5.350183,35.032097,21.868116,27.678257,.25,.64999998,5.350183,5.9187918,4.6763358,-.67384702,35.032097,21.868116,27.678257
3,18,1,353.36389,90.538963,111.3739,.81292802,5.8674984,4.5057802,4.712893,34.427536,20.302055,26.437658,.25,.64999998,4.712893,5.8674984,4.5057802,-.20711271,34.427536,20.302055,26.437658
3,19,1,335.69571,152.9334,162.5155,.94103879,5.816205,5.0300026,5.0907736,33.828239,25.300926,29.255526,.25,.64999998,5.0907736,5.816205,5.0300026,-.060770921,33.828239,25.300926,29.255526
3,20,1,318.91089,156.1781,210.47169,.74203849,5.7649117,5.0509973,5.3493514,33.234207,25.512573,29.118553,.25,.64999998,5.3493514,5.7649117,5.0509973,-.29835418,33.234207,25.512573,29.118553
3,21,1,302.9653,222.2002,224.1405,.99134332,5.7136183,5.4035788,5.4122729,32.645435,29.198664,30.873987,.25,.64999998,5.4122729,5.7136183,5.4035788,-.0086943675,32.645435,29.198664,30.873987
3,22,1,287.81711,149.6384,265.93079,.56269675,5.6623254,5.0082216,5.5832362,32.061928,25.082283,28.358181,.25,.64999998,5.5832362,5.6623254,5.0082216,-.57501441,32.061928,25.082283,28.358181
3,23,1,273.42621,44.549789,41.602959,1.0708323,5.611032,3.7966075,3.7281713,31.483681,14.414228,21.302887,.25,.64999998,3.7281713,5.611032,3.7966075,.068436153,31.483681,14.414228,21.302887
3,24,1,259.75491,133.7849,194.40311,.68818289,5.5597386,4.8962331,5.2699337,30.910694,23.973099,27.221777,.25,.64999998,5.2699337,5.5597386,4.8962331,-.37370065,30.910694,23.973099,27.221777
3,25,1,246.7672,100.5297,205.522,.48914325,5.5084453,4.6104531,5.3255529,30.34297,21.256279,25.396429,.25,.64999998,5.3255529,5.5084453,4.6104531,-.71509987,30.34297,21.256279,25.396429
3,26,1,234.4288,142.5255,166.6938,.85501379,5.4571519,4.9595208,5.1161585,29.780506,24.596848,27.064857,.25,.64999998,5.1161585,5.4571519,4.9595208,-.15663768,29.780506,24.596848,27.064857
3,27,1,222.7074,166.7789,239.8278,.69541103,5.405859,5.1166692,5.4799213,29.223312,26.180304,27.659992,.25,.64999998,5.4799213,5.405859,5.1166692,-.36325219,29.223312,26.180304,27.659992
3,28,1,211.57201,114.6372,126.159,.90867239,5.3545656,4.7417722,4.837543,28.671373,22.484404,25.390131,.25,.64999998,4.837543,5.3545656,4.7417722,-.095770657,28.671373,22.484404,25.390131
3,29,1,200.99339,189.4976,236.25819,.80207843,5.3032722,5.2443762,5.4649253,28.124697,27.503481,27.812355,.25,.64999998,5.4649253,5.3032722,5.2443762,-.22054888,28.124697,27.503481,27.812355
3,30,1,190.9437,131.2005,208.12801,.63038367,5.2519784,4.8767266,5.3381534,27.583277,23.782463,25.612463,.25,.64999998,5.3381534,5.2519784,4.8767266,-.46142665,27.583277,23.782463,25.612463
4,1,1,849.78149,636.48468,924.10858,.68875527,6.7449794,6.4559603,6.8288298,45.494747,41.679424,43.545319,.25,.64999998,6.8288298,6.7449794,6.4559603,-.37286925,45.494747,41.679424,43.545319
4,2,1,807.29242,851.36688,1760.359,.48363253,6.693686,6.7468433,7.4732733,44.805431,45.519894,45.161251,.25,.64999998,7.4732733,6.693686,6.7468433,-.72642988,44.805431,45.519894,45.161251
4,3,1,766.9278,1242.025,1778.701,.69827646,6.6423926,7.1244984,7.4836388,44.12138,50.758476,47.323715,.25,.64999998,7.4836388,6.6423926,7.1244984,-.35914019,44.12138,50.758476,47.323715
4,4,1,728.58142,981.29828,1101.3831,.8909691,6.5910993,6.8888764,7.0043221,43.442589,47.456619,45.40527,.25,.64999998,7.0043221,6.5910993,6.8888764,-.11544553,43.442589,47.456619,45.40527
4,5,1,692.15228,394.63419,534.93512,.73772347,6.5398059,5.9779592,6.2821455,42.769062,35.735996,39.094692,.25,.64999998,6.2821455,6.5398059,5.9779592,-.30418622,42.769062,35.735996,39.094692
4,6,1,657.54468,118.6724,155.2213,.76453686,6.4885125,4.7763667,5.0448518,42.100796,22.813679,30.991516,.25,.64999998,5.0448518,6.4885125,4.7763667,-.26848504,42.100796,22.813679,30.991516
4,7,1,624.66748,110.5602,140.81081,.78516847,6.4372196,4.7055602,4.9474173,41.437798,22.142298,30.290724,.25,.64999998,4.9474173,6.4372196,4.7055602,-.24185698,41.437798,22.142298,30.290724
4,8,1,593.43408,229.95171,317.10739,.72515404,6.3859262,5.4378695,5.7592406,40.780052,29.570425,34.725834,.25,.64999998,5.7592406,6.3859262,5.4378695,-.32137117,40.780052,29.570425,34.725834
4,9,1,563.76239,71.338287,167.4538,.42601773,6.3346329,4.2674332,5.1207075,40.127575,18.210985,27.032623,.25,.64999998,5.1207075,6.3346329,4.2674332,-.85327429,40.127575,18.210985,27.032623
4,10,1,535.57428,103.0316,163.5356,.63002551,6.2833395,4.6350355,5.0970306,39.480354,21.483555,29.123501,.25,.64999998,5.0970306,6.2833395,4.6350355,-.46199498,39.480354,21.483555,29.123501
4,11,1,508.79559,85.319527,107.6034,.79290736,6.2320461,4.4464035,4.6784525,38.838398,19.770504,27.710192,.25,.64999998,4.6784525,6.2320461,4.4464035,-.23204888,38.838398,19.770504,27.710192
4,12,1,483.3558,100.9375,93.638847,1.0779448,6.1807532,4.6145015,4.5394454,38.20171,21.293623,28.521095,.25,.64999998,4.5394454,6.1807532,4.6145015,.075056225,38.20171,21.293623,28.521095
4,13,1,459.18799,157.6465,273.7963,.57578027,6.1294599,5.0603552,5.6123843,37.570278,25.607195,31.017244,.25,.64999998,5.6123843,6.1294599,5.0603552,-.55202913,37.570278,25.607195,31.017244
4,14,1,436.22861,221.3181,324.99091,.68099785,6.0781665,5.399601,5.7837973,36.944107,29.155691,32.819675,.25,.64999998,5.7837973,6.0781665,5.399601,-.38419613,36.944107,29.155691,32.819675
4,15,1,414.41721,407.00909,748.70502,.54361743,6.0268731,6.0088353,6.6183453,36.3232,36.106102,36.214489,.25,.64999998,6.6183453,6.0268731,6.0088353,-.60950953,36.3232,36.106102,36.214489
4,16,1,393.69629,225.567,418.23389,.53933221,5.9755797,5.4186172,6.0360408,35.707554,29.361412,32.379379,.25,.64999998,6.0360408,5.9755797,5.4186172,-.61742353,35.707554,29.361412,32.379379
4,17,1,374.01151,196.0314,313.2417,.62581515,5.9242864,5.278275,5.7469749,35.097168,27.860188,31.270012,.25,.64999998,5.7469749,5.9242864,5.278275,-.46870023,35.097168,27.860188,31.270012
4,18,1,355.31091,180.8924,146.2486,1.2368829,5.872993,5.1979022,4.9853077,34.492046,27.018187,30.527243,.25,.64999998,4.9853077,5.872993,5.1979022,.21259445,34.492046,27.018187,30.527243
4,19,1,337.54541,57.94508,101.622,.57020211,5.8217001,4.0594954,4.6212602,33.892193,16.479504,23.633165,.25,.64999998,4.6212602,5.8217001,4.0594954,-.56176442,33.892193,16.479504,23.633165
4,20,1,320.66809,108.7582,167.1143,.6508013,5.7704067,4.689127,5.1186781,33.297592,21.987911,27.05817,.25,.64999998,5.1186781,5.7704067,4.689127,-.42955092,33.297592,21.987911,27.05817
4,21,1,304.6347,227.521,426.31219,.5336957,5.7191133,5.4272428,6.055172,32.708256,29.454964,31.039017,.25,.64999998,6.055172,5.7191133,5.4272428,-.62792945,32.708256,29.454964,31.039017
4,22,1,289.40302,320.31891,494.94061,.64718658,5.6678205,5.7693172,6.2044377,32.124187,33.285019,32.699455,.25,.64999998,6.2044377,5.6678205,5.7693172,-.43512064,32.124187,33.285019,32.699455
4,23,1,274.9328,323.237,502.32999,.64347541,5.6165266,5.7783856,6.2192574,31.545372,33.38974,32.454456,.25,.64999998,6.2192574,5.6165266,5.7783856,-.44087145,31.545372,33.38974,32.454456
4,24,1,261.18619,177.60809,475.1329,.37380719,5.5652337,5.1795793,6.1635947,30.971827,26.828041,28.825569,.25,.64999998,6.1635947,5.5652337,5.1795793,-.98401517,30.971827,26.828041,28.825569
4,25,1,248.12691,162.7094,200.7908,.81034285,5.5139403,5.0919657,5.3022637,30.403538,25.928114,28.076796,.25,.64999998,5.3022637,5.5139403,5.0919657,-.21029785,30.403538,25.928114,28.076796
4,26,1,235.7205,560.37738,989.77228,.56616801,5.462647,6.3286104,6.8974748,29.840511,40.051311,34.570965,.25,.64999998,6.8974748,5.462647,6.3286104,-.56886441,29.840511,40.051311,34.570965
4,27,1,340.54361,1256.713,2031.835,.61851138,5.830543,7.1362548,7.6166945,33.995232,50.926132,41.608242,.25,.64999998,7.6166945,5.830543,7.1362548,-.48043969,33.995232,50.926132,41.608242
4,28,1,961.0235,339.2655,722.35022,.46966898,6.8679991,5.8267832,6.58251,47.169411,33.951401,40.018341,.25,.64999998,6.58251,6.8679991,5.8267832,-.75572711,47.169411,33.951401,40.018341
4,29,1,912.97241,243.7213,263.3978,.92529738,6.8167057,5.4960256,5.5736656,46.467476,30.206297,37.46479,.25,.64999998,5.5736656,6.8167057,5.4960256,-.077640101,46.467476,30.206297,37.46479
4,30,1,867.32373,193.5507,397.4209,.48701692,6.7654123,5.2655396,5.9849958,45.770805,27.725908,35.623547,.25,.64999998,5.9849958,6.7654123,5.2655396,-.71945643,45.770805,27.725908,35.623547
5,1,4,147.315,159.85719,159.86681,.99993986,4.9925733,5.0742807,5.0743408,24.925787,25.748325,25.333719,.25,.64999998,5.0743408,4.9925733,5.0742807,-.000060142895,24.925787,25.748325,25.333719
5,2,4,128.9006,154.32249,349.3602,.44172889,4.8590417,5.0390444,5.8561034,23.610287,25.391968,24.484926,.25,.64999998,5.8561034,4.8590417,5.0390444,-.81705898,23.610287,25.391968,24.484926
5,3,4,112.788,209.5912,341.24979,.61418706,4.7255101,5.3451591,5.8326149,22.330446,28.570724,25.258604,.25,.64999998,5.8326149,4.7255101,5.3451591,-.48745573,22.330446,28.570724,25.258604
5,4,4,98.689507,499.3382,689.78558,.72390348,4.5919785,6.2132835,6.5363808,21.086267,38.604893,28.531265,.25,.64999998,6.5363808,4.5919785,6.2132835,-.32309723,21.086267,38.604893,28.531265
5,5,4,104.4419,280.98499,570.97778,.49211195,4.6486311,5.6383014,6.3473501,21.609772,31.790442,26.210382,.25,.64999998,6.3473501,4.6486311,5.6383014,-.70904905,21.609772,31.790442,26.210382
5,6,4,91.386658,89.894218,225.83521,.39805228,4.5150995,4.4986339,5.4198055,20.386124,20.237707,20.311779,.25,.64999998,5.4198055,4.5150995,4.4986339,-.92117196,20.386124,20.237707,20.311779
5,7,4,79.963333,61.308941,109.9732,.55748987,4.3815684,4.1159258,4.7002368,19.198141,16.940845,18.03421,.25,.64999998,4.7002368,4.3815684,4.1159258,-.58431095,19.198141,16.940845,18.03421
5,8,4,69.967911,112.1045,196.7307,.56983733,4.2480369,4.7194314,5.2818356,18.045816,22.273033,20.048319,.25,.64999998,5.2818356,4.2480369,4.7194314,-.56240433,18.045816,22.273033,20.048319
5,9,4,61.22192,94.793694,103.6823,.91427076,4.1145053,4.551703,4.6413312,16.929153,20.718,18.728006,.25,.64999998,4.6413312,4.1145053,4.551703,-.089628518,16.929153,20.718,18.728006
5,10,4,53.56918,73.456261,91.333832,.80426127,3.980974,4.29669,4.5145211,15.848154,18.461544,17.105011,.25,.64999998,4.5145211,3.980974,4.29669,-.2178311,15.848154,18.461544,17.105011
5,11,4,46.873039,97.951942,165.6917,.59116989,3.8474426,4.5844769,5.1101289,14.802814,21.017429,17.638512,.25,.64999998,5.1101289,3.8474426,4.5844769,-.52565181,14.802814,21.017429,17.638512
